"name","year","team","league","goose_eggs","broken_eggs","mehs","league_average_gpct","ppf","replacement_gpct","gwar","key_retro"
"Al Hrabosky",1977.00,"SLN","NL",23.00,6.00,7.00,0.76,99.00,0.72,0.96,"hraba101"
"Dave Freisleben",1977.00,"SDN","NL",0.00,0.00,0.00,0.77,91.00,0.74,,"freid101"
"John Pacella",1977.00,"NYN","NL",0.00,0.00,0.00,0.76,95.00,0.73,,"pacej001"
"Joe Niekro",1978.00,"HOU","AL",1.00,0.00,0.00,0.77,92.00,0.74,0.13,"niekj001"
"Jack Morris",1978.00,"DET","AL",7.00,1.00,1.00,0.76,103.00,0.72,0.61,"morrj001"
"Ken Brett",1978.00,"CAL","AL",0.00,1.00,0.00,0.77,96.00,0.73,-0.38,"bretk101"
"Jim Crawford",1978.00,"DET","AL",5.00,2.00,1.00,0.76,103.00,0.72,-0.05,"crawj102"
"Sheldon Burnside",1978.00,"DET","AL",0.00,0.00,0.00,0.76,103.00,0.72,,"burns101"
"Mark Bomback",1978.00,"MIL","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"bombm101"
"Ken Holtzman",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"holtk101"
"Gary Serum",1978.00,"MIN","AL",3.00,0.00,1.00,0.76,102.00,0.72,0.42,"serug101"
"Jim Slaton",1978.00,"DET","AL",6.00,1.00,0.00,0.76,103.00,0.72,0.46,"slatj001"
"John Flinn",1978.00,"BAL","AL",1.00,1.00,1.00,0.77,93.00,0.74,-0.25,"flinj101"
"Tippy Martinez",1978.00,"BAL","AL",17.00,5.00,7.00,0.77,93.00,0.74,0.35,"martt001"
"Jim Colborn",1978.00,"KCA","AL",0.00,0.00,1.00,0.76,102.00,0.72,,"colbj101"
"Reggie Cleveland",1978.00,"TEX","AL",32.00,7.00,9.00,0.76,100.00,0.73,1.78,"clevr101"
"Steve Mingori",1978.00,"KCA","AL",5.00,3.00,5.00,0.76,102.00,0.72,-0.43,"mings101"
"Mike Norris",1978.00,"OAK","AL",0.00,1.00,0.00,0.77,96.00,0.73,-0.38,"norrm101"
"Dave Ford",1978.00,"BAL","AL",0.00,0.00,0.00,0.77,93.00,0.74,,"fordd101"
"Dave Heaverlo",1978.00,"OAK","AL",31.00,8.00,8.00,0.77,96.00,0.73,1.15,"heavd101"
"Bob Kammeyer",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"kammb101"
"Tom House",1978.00,"SEA","AL",3.00,1.00,2.00,0.76,101.00,0.73,0.03,"houst101"
"Jesse Jefferson",1978.00,"TOR","AL",0.00,0.00,0.00,0.76,104.00,0.72,,"jeffj101"
"Randy McGilberry",1978.00,"KCA","AL",1.00,1.00,1.00,0.76,102.00,0.72,-0.23,"mcgir101"
"Elias Sosa",1978.00,"OAK","AL",36.00,8.00,7.00,0.77,96.00,0.73,1.83,"sosae101"
"Vern Ruhle",1978.00,"HOU","AL",0.00,0.00,0.00,0.77,92.00,0.74,,"ruhlv001"
"Doug Bird",1978.00,"KCA","AL",15.00,6.00,7.00,0.76,102.00,0.72,-0.16,"birdd101"
"Mike Paxton",1978.00,"CLE","AL",4.00,1.00,0.00,0.76,100.00,0.73,0.17,"paxtm101"
"Don Hood",1978.00,"CLE","AL",0.00,0.00,1.00,0.76,100.00,0.73,,"hoodd101"
"Steve McCatty",1978.00,"OAK","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"mccas001"
"Mike Barlow",1978.00,"CAL","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"barlm101"
"Wilbur Wood",1978.00,"CHA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"woodw103"
"Ken Clay",1978.00,"NYA","AL",4.00,2.00,0.00,0.77,96.00,0.73,-0.22,"clayk101"
"Mike Caldwell",1978.00,"MIL","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"caldm001"
"Willie Mueller",1978.00,"MIL","AL",1.00,1.00,1.00,0.76,100.00,0.73,-0.24,"muelw101"
"Andy Hassler",1978.00,"KCA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"hassa001"
"Chris Knapp",1978.00,"CAL","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"knapc101"
"John Montague",1978.00,"SEA","AL",9.00,4.00,3.00,0.76,101.00,0.73,-0.26,"montj101"
"Dick Tidrow",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"tidrd001"
"Enrique Romo",1978.00,"SEA","AL",35.00,14.00,14.00,0.76,101.00,0.73,-0.42,"romoe101"
"David Clyde",1978.00,"CLE","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"clydd101"
"Rick Wise",1978.00,"CLE","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"wiser101"
"Tom Buskey",1978.00,"TOR","AL",2.00,1.00,0.00,0.76,104.00,0.72,-0.09,"buskt101"
"Lerrin LaGrow",1978.00,"CHA","AL",30.00,8.00,7.00,0.76,102.00,0.72,1.18,"lagrl101"
"Floyd Bannister",1978.00,"HOU","AL",1.00,0.00,0.00,0.77,92.00,0.74,0.13,"bannf001"
"Rawly Eastwick",1978.00,"NYA","AL",4.00,0.00,1.00,0.77,96.00,0.73,0.54,"eastr101"
"Doyle Alexander",1978.00,"TEX","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"alexd001"
"Steve Burke",1978.00,"SEA","AL",2.00,2.00,1.00,0.76,101.00,0.73,-0.48,"burks102"
"Dick Drago",1978.00,"BOS","AL",30.00,6.00,5.00,0.75,110.00,0.71,2.15,"dragd101"
"Don Kirkwood",1978.00,"TOR","AL",0.00,0.00,0.00,0.76,104.00,0.72,,"kirkd101"
"Bob Sykes",1978.00,"DET","AL",9.00,2.00,2.00,0.76,103.00,0.72,0.51,"sykeb101"
"Tom Underwood",1978.00,"TOR","AL",0.00,1.00,0.00,0.76,104.00,0.72,-0.37,"undet001"
"Andy Replogle",1978.00,"MIL","AL",2.00,1.00,0.00,0.76,100.00,0.73,-0.10,"repla101"
"Jim Wright",1978.00,"BOS","AL",0.00,0.00,0.00,0.75,110.00,0.71,,"wrigj103"
"Doc Medich",1978.00,"TEX","AL",1.00,0.00,0.00,0.76,100.00,0.73,0.13,"medid101"
"Sparky Lyle",1978.00,"NYA","AL",36.00,11.00,6.00,0.77,96.00,0.73,0.68,"lyles101"
"Alan Wirth",1978.00,"OAK","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"wirta101"
"Dave Frost",1978.00,"CAL","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"frosd101"
"Pete Redfern",1978.00,"MIN","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"redfp101"
"Danny Darwin",1978.00,"TEX","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"darwd001"
"Al Fitzmorris",1978.00,"CLE","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"fitza101"
"Jon Matlack",1978.00,"TEX","AL",1.00,0.00,0.00,0.76,100.00,0.73,0.13,"matlj101"
"George Throop",1978.00,"KCA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"throg101"
"Dave Rajsich",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"rajsd101"
"Lary Sorensen",1978.00,"MIL","AL",1.00,0.00,0.00,0.76,100.00,0.73,0.13,"sorel001"
"Jim Umbarger",1978.00,"TEX","AL",10.00,2.00,1.00,0.76,100.00,0.73,0.63,"umbaj101"
"Rick Williams",1978.00,"HOU","AL",2.00,1.00,0.00,0.77,92.00,0.74,-0.11,"willr101"
"Byron McLaughlin",1978.00,"SEA","AL",0.00,0.00,1.00,0.76,101.00,0.73,,"mclab102"
"Jim Colborn",1978.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.73,,"colbj101"
"Paul Lindblad",1978.00,"TEX","AL",9.00,2.00,2.00,0.76,100.00,0.73,0.49,"lindp101"
"Paul Lindblad",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"lindp101"
"Rich Gale",1978.00,"KCA","AL",1.00,0.00,0.00,0.76,102.00,0.72,0.14,"galer001"
"Pete Broberg",1978.00,"OAK","AL",5.00,0.00,0.00,0.77,96.00,0.73,0.68,"brobp101"
"Jack Kucek",1978.00,"CHA","AL",0.00,1.00,0.00,0.76,102.00,0.72,-0.37,"kucej101"
"John Sutton",1978.00,"MIN","AL",6.00,0.00,0.00,0.76,102.00,0.72,0.84,"suttj101"
"Bruce Taylor",1978.00,"DET","AL",0.00,0.00,0.00,0.76,103.00,0.72,,"taylb101"
"Paul Mirabella",1978.00,"TEX","AL",2.00,1.00,0.00,0.76,100.00,0.73,-0.10,"mirap001"
"Joe Kerrigan",1978.00,"BAL","AL",7.00,3.00,1.00,0.77,93.00,0.74,-0.21,"kerrj101"
"Ken Forsch",1978.00,"HOU","AL",24.00,9.00,6.00,0.77,92.00,0.74,-0.27,"forsk001"
"Francisco Barrios",1978.00,"CHA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"barrf101"
"Glenn Abbott",1978.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.73,,"abbog001"
"Dan Warthen",1978.00,"HOU","AL",0.00,0.00,2.00,0.77,92.00,0.74,,"wartd101"
"Rich Gossage",1978.00,"NYA","AL",62.00,9.00,12.00,0.77,96.00,0.73,4.99,"gossr001"
"Steve Baker",1978.00,"DET","AL",3.00,1.00,2.00,0.76,103.00,0.72,0.04,"bakes101"
"Gene Pentz",1978.00,"HOU","AL",2.00,0.00,1.00,0.77,92.00,0.74,0.26,"pentg101"
"Rick Waits",1978.00,"CLE","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"waitr001"
"Andy Messersmith",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"messa101"
"Dave Wallace",1978.00,"TOR","AL",0.00,0.00,0.00,0.76,104.00,0.72,,"walld103"
"Dave LaRoche",1978.00,"CAL","AL",60.00,14.00,8.00,0.77,96.00,0.73,2.80,"larod101"
"Steve Busby",1978.00,"KCA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"busbs101"
"Bo McLaughlin",1978.00,"HOU","AL",1.00,0.00,0.00,0.77,92.00,0.74,0.13,"mclab101"
"Tim Stoddard",1978.00,"BAL","AL",0.00,0.00,0.00,0.77,93.00,0.74,,"stodt001"
"Ed Farmer",1978.00,"MIL","AL",3.00,0.00,0.00,0.76,100.00,0.73,0.41,"farme101"
"Mike Proly",1978.00,"CHA","AL",6.00,0.00,0.00,0.76,102.00,0.72,0.84,"prolm101"
"Don Stanhouse",1978.00,"BAL","AL",40.00,9.00,10.00,0.77,93.00,0.74,1.89,"stand101"
"Rick Honeycutt",1978.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.73,,"honer001"
"Tom Burgmeier",1978.00,"BOS","AL",9.00,4.00,3.00,0.75,110.00,0.71,-0.17,"burgt001"
"Rick Jones",1978.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.73,,"joner102"
"Rick Langford",1978.00,"OAK","AL",2.00,0.00,1.00,0.77,96.00,0.73,0.27,"langr001"
"Bob McClure",1978.00,"MIL","AL",18.00,8.00,9.00,0.76,100.00,0.73,-0.54,"mcclb001"
"Sid Monge",1978.00,"CLE","AL",20.00,2.00,11.00,0.76,100.00,0.73,2.02,"mongs001"
"Paul Hartzell",1978.00,"CAL","AL",15.00,6.00,4.00,0.77,96.00,0.73,-0.25,"hartp001"
"Jim Clancy",1978.00,"TOR","AL",0.00,0.00,0.00,0.76,104.00,0.72,,"clanj001"
"Bill Castro",1978.00,"MIL","AL",17.00,3.00,12.00,0.76,100.00,0.73,1.22,"castb101"
"Frank Riccelli",1978.00,"HOU","AL",0.00,0.00,0.00,0.77,92.00,0.74,,"riccf101"
"Larry Harlow",1978.00,"BAL","AL",0.00,0.00,0.00,0.77,93.00,0.74,,"harll101"
"Bob Lacey",1978.00,"OAK","AL",33.00,11.00,15.00,0.77,96.00,0.73,0.27,"laceb001"
"Dave Johnson",1978.00,"MIN","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"johnd104"
"Jim Beattie",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"beatj001"
"Len Barker",1978.00,"TEX","AL",13.00,6.00,3.00,0.76,100.00,0.73,-0.47,"barkl001"
"Dick Pole",1978.00,"SEA","AL",0.00,2.00,0.00,0.76,101.00,0.73,-0.76,"poled101"
"Mark Lemongello",1978.00,"HOU","AL",0.00,0.00,0.00,0.77,92.00,0.74,,"lemom101"
"Tom Murphy",1978.00,"TOR","AL",19.00,13.00,9.00,0.76,104.00,0.72,-2.21,"murpt101"
"Shane Rawley",1978.00,"SEA","AL",17.00,8.00,3.00,0.76,101.00,0.73,-0.66,"rawls001"
"Mike Marshall",1978.00,"MIN","AL",52.00,14.00,7.00,0.76,102.00,0.72,2.00,"marsm101"
"Larry Gura",1978.00,"KCA","AL",4.00,0.00,2.00,0.76,102.00,0.72,0.56,"gural001"
"Roger Moret",1978.00,"TEX","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"morer101"
"Greg Thayer",1978.00,"MIN","AL",3.00,3.00,1.00,0.76,102.00,0.72,-0.71,"thayg101"
"Bill Lee",1978.00,"BOS","AL",0.00,2.00,0.00,0.75,110.00,0.71,-0.74,"lee-b101"
"Eduardo Rodriguez",1978.00,"MIL","AL",5.00,5.00,4.00,0.76,100.00,0.73,-1.20,"rodre102"
"Dyar Miller",1978.00,"CAL","AL",9.00,3.00,6.00,0.77,96.00,0.73,0.07,"milld101"
"Rick Kreuger",1978.00,"CLE","AL",1.00,0.00,0.00,0.76,100.00,0.73,0.13,"kreur101"
"Moose Haas",1978.00,"MIL","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"haasm001"
"Reggie Cleveland",1978.00,"BOS","AL",0.00,0.00,1.00,0.75,110.00,0.71,,"clevr101"
"Steve Renko",1978.00,"OAK","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"renks101"
"Steve Comer",1978.00,"TEX","AL",6.00,3.00,3.00,0.76,100.00,0.73,-0.30,"comes001"
"Joaquin Andujar",1978.00,"HOU","AL",3.00,4.00,1.00,0.77,92.00,0.74,-1.14,"anduj001"
"Allen Ripley",1978.00,"BOS","AL",1.00,0.00,0.00,0.75,110.00,0.71,0.14,"ripla101"
"Luis Tiant",1978.00,"BOS","AL",0.00,0.00,0.00,0.75,110.00,0.71,,"tianl101"
"Marty Pattin",1978.00,"KCA","AL",7.00,1.00,4.00,0.76,102.00,0.72,0.60,"pattm101"
"Bill Paschall",1978.00,"KCA","AL",2.00,1.00,0.00,0.76,102.00,0.72,-0.09,"pascb101"
"John LaRose",1978.00,"BOS","AL",0.00,0.00,0.00,0.75,110.00,0.71,,"laroj101"
"Dave Lemanczyk",1978.00,"TOR","AL",0.00,0.00,0.00,0.76,104.00,0.72,,"lemad101"
"Ed Glynn",1978.00,"DET","AL",2.00,0.00,1.00,0.76,103.00,0.72,0.28,"glyne001"
"Bill Campbell",1978.00,"BOS","AL",22.00,10.00,6.00,0.75,110.00,0.71,-0.51,"campb001"
"Dan Spillner",1978.00,"CLE","AL",13.00,5.00,2.00,0.76,100.00,0.73,-0.09,"spild001"
"Nelson Briles",1978.00,"BAL","AL",3.00,1.00,1.00,0.77,93.00,0.74,0.01,"briln101"
"Ron Schueler",1978.00,"CHA","AL",0.00,0.00,1.00,0.76,102.00,0.72,,"schur101"
"John Henry Johnson",1978.00,"OAK","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"johnj001"
"Catfish Hunter",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"huntj101"
"Ellie Hendricks",1978.00,"BAL","AL",0.00,0.00,0.00,0.77,93.00,0.74,,"hende103"
"Andy Hassler",1978.00,"BOS","AL",7.00,1.00,1.00,0.75,110.00,0.71,0.65,"hassa001"
"Joe Coleman",1978.00,"TOR","AL",4.00,3.00,1.00,0.76,104.00,0.72,-0.56,"colej102"
"Randy Stein",1978.00,"MIL","AL",5.00,3.00,3.00,0.76,100.00,0.73,-0.44,"steir101"
"Larry McCall",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"mccal101"
"Steve Foucault",1978.00,"DET","AL",10.00,4.00,4.00,0.76,103.00,0.72,-0.10,"foucs101"
"Mac Scarce",1978.00,"MIN","AL",0.00,0.00,1.00,0.76,102.00,0.72,,"scarm101"
"Stan Perzanowski",1978.00,"MIN","AL",0.00,2.00,0.00,0.76,102.00,0.72,-0.75,"perzs101"
"Al Fitzmorris",1978.00,"CAL","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"fitza101"
"Fernando Arroyo",1978.00,"DET","AL",0.00,0.00,0.00,0.76,103.00,0.72,,"arrof001"
"Kip Young",1978.00,"DET","AL",1.00,1.00,0.00,0.76,103.00,0.72,-0.23,"younk101"
"Paul Splittorff",1978.00,"KCA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"splip001"
"Pablo Torrealba",1978.00,"CHA","AL",1.00,1.00,7.00,0.76,102.00,0.72,-0.23,"torrp101"
"Tom Dixon",1978.00,"HOU","AL",8.00,0.00,0.00,0.77,92.00,0.74,1.06,"dixot101"
"Mark Wiley",1978.00,"TOR","AL",0.00,0.00,0.00,0.76,104.00,0.72,,"wilem101"
"Dennis Kinney",1978.00,"CLE","AL",4.00,1.00,2.00,0.76,100.00,0.73,0.17,"kinnd101"
"Darrell Jackson",1978.00,"MIN","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"jackd101"
"Jim Todd",1978.00,"SEA","AL",16.00,5.00,3.00,0.76,101.00,0.73,0.33,"toddj102"
"John Hiller",1978.00,"DET","AL",44.00,8.00,7.00,0.76,103.00,0.72,3.19,"hillj101"
"Bob Stanley",1978.00,"BOS","AL",33.00,3.00,12.00,0.75,110.00,0.71,3.71,"stanb001"
"Tom Brown",1978.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.73,,"browt104"
"Tom Griffin",1978.00,"CAL","AL",6.00,0.00,2.00,0.77,96.00,0.73,0.81,"grift101"
"Ron Davis",1978.00,"NYA","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"davir001"
"Milt Wilcox",1978.00,"DET","AL",0.00,0.00,0.00,0.76,103.00,0.72,,"wilcm001"
"Joe Sambito",1978.00,"HOU","AL",20.00,8.00,8.00,0.77,92.00,0.74,-0.42,"sambj001"
"Rich Hinton",1978.00,"CHA","AL",3.00,3.00,6.00,0.76,102.00,0.72,-0.71,"hintr101"
"Al Hrabosky",1978.00,"KCA","AL",46.00,10.00,7.00,0.76,102.00,0.72,2.67,"hraba101"
"Steve Foucault",1978.00,"KCA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"foucs101"
"Jerry Garvin",1978.00,"TOR","AL",0.00,1.00,1.00,0.76,104.00,0.72,-0.37,"garvj101"
"Dave Freisleben",1978.00,"CLE","AL",0.00,0.00,0.00,0.76,100.00,0.73,,"freid101"
"Joe Coleman",1978.00,"OAK","AL",2.00,0.00,0.00,0.77,96.00,0.73,0.27,"colej102"
"Balor Moore",1978.00,"TOR","AL",4.00,2.00,4.00,0.76,104.00,0.72,-0.18,"moorb101"
"Paul Reuschel",1978.00,"CLE","AL",0.00,1.00,0.00,0.76,100.00,0.73,-0.38,"reusp101"
"Scott McGregor",1978.00,"BAL","AL",2.00,0.00,1.00,0.77,93.00,0.74,0.26,"mcgrs001"
"Earl Stephenson",1978.00,"BAL","AL",0.00,0.00,0.00,0.77,93.00,0.74,,"stepe101"
"Jeff Holly",1978.00,"MIN","AL",1.00,0.00,1.00,0.76,102.00,0.72,0.14,"hollj102"
"Tom Johnson",1978.00,"MIN","AL",14.00,4.00,3.00,0.76,102.00,0.72,0.45,"johnt103"
"Jim Kern",1978.00,"CLE","AL",45.00,15.00,7.00,0.76,100.00,0.73,0.55,"kernj001"
"Craig Minetto",1978.00,"OAK","AL",0.00,0.00,0.00,0.77,96.00,0.73,,"minec101"
"Roric Harrison",1978.00,"MIN","AL",0.00,1.00,0.00,0.76,102.00,0.72,-0.37,"harrr102"
"Ross Baumgarten",1978.00,"CHA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"baumr101"
"Jerry Augustine",1978.00,"MIL","AL",4.00,0.00,0.00,0.76,100.00,0.73,0.55,"auguj001"
"Steve Trout",1978.00,"CHA","AL",0.00,0.00,0.00,0.76,102.00,0.72,,"trous001"
"Dennis Martinez",1978.00,"BAL","AL",0.00,0.00,0.00,0.77,93.00,0.74,,"martd001"
"Mike Willis",1978.00,"TOR","AL",16.00,8.00,7.00,0.76,104.00,0.72,-0.74,"willm101"
"Victor Cruz",1978.00,"TOR","AL",22.00,6.00,3.00,0.76,104.00,0.72,0.85,"cruzv101"
"Fergie Jenkins",1978.00,"TEX","AL",3.00,1.00,0.00,0.76,100.00,0.73,0.03,"jenkf101"
"Jim Willoughby",1978.00,"CHA","AL",12.00,8.00,5.00,0.76,102.00,0.72,-1.34,"willj102"
"Oscar Zamora",1978.00,"HOU","AL",0.00,0.00,0.00,0.77,92.00,0.74,,"zamoo101"
"Dave Tobik",1978.00,"DET","AL",0.00,0.00,0.00,0.76,103.00,0.72,,"tobid001"
"Mike Parrott",1978.00,"SEA","AL",3.00,0.00,3.00,0.76,101.00,0.73,0.41,"parrm101"
"Donnie Moore",1978.00,"CHN","NL",16.00,6.00,4.00,0.73,112.00,0.70,0.25,"moord001"
"Doug Capilla",1978.00,"CIN","NL",0.00,0.00,0.00,0.75,100.00,0.72,,"capid101"
"Tommy John",1978.00,"LAN","NL",4.00,0.00,0.00,0.75,98.00,0.72,0.57,"johnt001"
"Kevin Kobel",1978.00,"NYN","NL",0.00,3.00,2.00,0.76,97.00,0.72,-1.13,"kobek101"
"Aurelio Lopez",1978.00,"SLN","NL",11.00,4.00,2.00,0.75,99.00,0.72,0.07,"lopea001"
"Roy Thomas",1978.00,"SLN","NL",8.00,0.00,0.00,0.75,99.00,0.72,1.15,"thomr001"
"Bob James",1978.00,"MON","NL",0.00,0.00,0.00,0.75,98.00,0.72,,"jameb001"
"Dwight Bernard",1978.00,"NYN","NL",2.00,4.00,1.00,0.76,97.00,0.72,-1.22,"bernd101"
"Bobby Castillo",1978.00,"LAN","NL",6.00,4.00,1.00,0.75,98.00,0.72,-0.64,"castr001"
"John Urrea",1978.00,"SLN","NL",2.00,1.00,0.00,0.75,99.00,0.72,-0.08,"urrej101"
"Manny Sarmiento",1978.00,"CIN","NL",26.00,5.00,3.00,0.75,100.00,0.72,1.88,"sarmm101"
"Mickey Mahler",1978.00,"ATL","NL",3.00,0.00,4.00,0.73,114.00,0.70,0.46,"mahlm001"
"Ed Halicki",1978.00,"SFN","NL",1.00,0.00,0.00,0.76,96.00,0.72,0.14,"halie101"
"Bob Knepper",1978.00,"SFN","NL",0.00,0.00,0.00,0.76,96.00,0.72,,"knepb001"
"Preston Hanna",1978.00,"ATL","NL",0.00,0.00,0.00,0.73,114.00,0.70,,"hannp101"
"Dave Freisleben",1978.00,"SDN","NL",1.00,0.00,1.00,0.76,92.00,0.73,0.13,"freid101"
"Eddie Solomon",1978.00,"ATL","NL",8.00,2.00,3.00,0.73,114.00,0.70,0.50,"soloe101"
"Gerry Hannahs",1978.00,"LAN","NL",0.00,0.00,0.00,0.75,98.00,0.72,,"hanng101"
"Ken Holtzman",1978.00,"CHN","NL",1.00,1.00,2.00,0.73,112.00,0.70,-0.21,"holtk101"
"Ed Plank",1978.00,"SFN","NL",0.00,0.00,0.00,0.76,96.00,0.72,,"plane103"
"Lynn McGlothen",1978.00,"CHN","NL",9.00,5.00,9.00,0.73,112.00,0.70,-0.45,"mcgll101"
"Randy Jones",1978.00,"SDN","NL",0.00,1.00,0.00,0.76,92.00,0.73,-0.38,"joner101"
"Rawly Eastwick",1978.00,"PHI","NL",5.00,2.00,0.00,0.75,100.00,0.72,-0.02,"eastr101"
"Jerry Reuss",1978.00,"PIT","NL",0.00,0.00,0.00,0.75,104.00,0.71,,"reusj001"
"Randy Moffitt",1978.00,"SFN","NL",31.00,11.00,13.00,0.76,96.00,0.72,0.23,"moffr101"
"David Palmer",1978.00,"MON","NL",0.00,0.00,0.00,0.75,98.00,0.72,,"palmd001"
"Kevin Saucier",1978.00,"PHI","NL",0.00,0.00,0.00,0.75,100.00,0.72,,"sauck101"
"Odell Jones",1978.00,"PIT","NL",2.00,0.00,0.00,0.75,104.00,0.71,0.29,"joneo001"
"John Curtis",1978.00,"SFN","NL",6.00,3.00,2.00,0.76,96.00,0.72,-0.28,"curtj001"
"Lynn McGlothen",1978.00,"SFN","NL",0.00,0.00,0.00,0.76,96.00,0.72,,"mcgll101"
"Max Leon",1978.00,"ATL","NL",0.00,0.00,0.00,0.73,114.00,0.70,,"leonm101"
"Jamie Easterly",1978.00,"ATL","NL",5.00,3.00,2.00,0.73,114.00,0.70,-0.32,"eastj001"
"Bill Atkinson",1978.00,"MON","NL",6.00,3.00,1.00,0.75,98.00,0.72,-0.27,"atkib101"
"Mike Bruhert",1978.00,"NYN","NL",0.00,0.00,0.00,0.76,97.00,0.72,,"bruhm101"
"Charlie Williams",1978.00,"SFN","NL",4.00,4.00,2.00,0.76,96.00,0.72,-0.94,"willc101"
"Paul Moskau",1978.00,"CIN","NL",1.00,0.00,0.00,0.75,100.00,0.72,0.14,"moskp101"
"Jim Barr",1978.00,"SFN","NL",6.00,0.00,0.00,0.76,96.00,0.72,0.85,"barrj101"
"Dan Larson",1978.00,"PHI","NL",0.00,0.00,0.00,0.75,100.00,0.72,,"larsd101"
"Mike Krukow",1978.00,"CHN","NL",0.00,0.00,0.00,0.73,112.00,0.70,,"krukm001"
"Tom Bruno",1978.00,"SLN","NL",6.00,3.00,2.00,0.75,99.00,0.72,-0.26,"brunt101"
"Bob Myrick",1978.00,"NYN","NL",3.00,5.00,1.00,0.76,97.00,0.72,-1.46,"myrib101"
"Dan Schatzeder",1978.00,"MON","NL",1.00,0.00,0.00,0.75,98.00,0.72,0.14,"schad001"
"Warren Brusstar",1978.00,"PHI","NL",11.00,5.00,1.00,0.75,100.00,0.72,-0.28,"brusw001"
"Doug Bair",1978.00,"CIN","NL",51.00,6.00,10.00,0.75,100.00,0.72,5.12,"baird001"
"Rick Sutcliffe",1978.00,"LAN","NL",1.00,0.00,0.00,0.75,98.00,0.72,0.14,"sutcr001"
"Dennis Kinney",1978.00,"SDN","NL",0.00,1.00,0.00,0.76,92.00,0.73,-0.38,"kinnd101"
"Lance Rautzhan",1978.00,"LAN","NL",13.00,2.00,8.00,0.75,98.00,0.72,1.10,"rautl101"
"Dennis Lamp",1978.00,"CHN","NL",1.00,0.00,1.00,0.73,112.00,0.70,0.15,"lampd001"
"Craig Skok",1978.00,"ATL","NL",11.00,2.00,3.00,0.73,114.00,0.70,0.97,"skokc101"
"Juan Eichelberger",1978.00,"SDN","NL",0.00,0.00,0.00,0.76,92.00,0.73,,"eichj001"
"Manny Seoane",1978.00,"CHN","NL",0.00,1.00,0.00,0.73,112.00,0.70,-0.36,"seoam101"
"Juan Berenguer",1978.00,"NYN","NL",0.00,0.00,0.00,0.76,97.00,0.72,,"berej001"
"Greg Minton",1978.00,"SFN","NL",0.00,2.00,0.00,0.76,96.00,0.72,-0.75,"mintg001"
"Jerry Koosman",1978.00,"NYN","NL",2.00,1.00,1.00,0.76,97.00,0.72,-0.09,"koosj001"
"Rollie Fingers",1978.00,"SDN","NL",66.00,13.00,7.00,0.76,92.00,0.73,4.20,"fingr001"
"Duane Theiss",1978.00,"ATL","NL",0.00,0.00,0.00,0.73,114.00,0.70,,"theid101"
"Skip Lockwood",1978.00,"NYN","NL",43.00,19.00,3.00,0.76,97.00,0.72,-1.04,"locks101"
