"name","year","team","league","goose_eggs","broken_eggs","mehs","league_average_gpct","ppf","replacement_gpct","gwar","key_retro"
"Bobby Cuellar",1977.00,"TEX","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"cuelb101"
"Sid Monge",1977.00,"CLE","AL",4.00,1.00,5.00,0.76,97.00,0.73,0.17,"mongs001"
"Matt Keough",1977.00,"OAK","AL",0.00,0.00,0.00,0.76,98.00,0.73,,"keoum001"
"Ed Farmer",1977.00,"BAL","AL",0.00,0.00,0.00,0.77,94.00,0.73,,"farme101"
"Fred Kuhaulua",1977.00,"CAL","AL",0.00,0.00,0.00,0.76,96.00,0.73,,"kuhaf101"
"George Throop",1977.00,"KCA","AL",2.00,0.00,1.00,0.76,100.00,0.72,0.28,"throg101"
"Ken Kravec",1977.00,"CHA","AL",0.00,0.00,1.00,0.76,101.00,0.72,,"kravk101"
"Silvio Martinez",1977.00,"CHA","AL",3.00,1.00,2.00,0.76,101.00,0.72,0.04,"marts101"
"Andy Hassler",1977.00,"KCA","AL",0.00,0.00,0.00,0.76,100.00,0.72,,"hassa001"
"Ed Glynn",1977.00,"DET","AL",0.00,0.00,0.00,0.75,105.00,0.72,,"glyne001"
"Bob Sykes",1977.00,"DET","AL",1.00,1.00,4.00,0.75,105.00,0.72,-0.23,"sykeb101"
"Bob Lacey",1977.00,"OAK","AL",28.00,12.00,6.00,0.76,98.00,0.73,-0.66,"laceb001"
"Doug Bair",1977.00,"OAK","AL",24.00,8.00,8.00,0.76,98.00,0.73,0.29,"baird001"
"Bo McLaughlin",1977.00,"HOU","AL",10.00,3.00,1.00,0.77,91.00,0.74,0.18,"mclab101"
"Mark Lemongello",1977.00,"HOU","AL",1.00,1.00,0.00,0.77,91.00,0.74,-0.25,"lemom101"
"John Montague",1977.00,"SEA","AL",16.00,3.00,2.00,0.76,101.00,0.72,1.12,"montj101"
"Pete Vuckovich",1977.00,"TOR","AL",25.00,6.00,5.00,0.76,103.00,0.72,1.31,"vuckp001"
"Mike Paxton",1977.00,"BOS","AL",2.00,1.00,2.00,0.74,112.00,0.71,-0.07,"paxtm101"
"Bob McClure",1977.00,"MIL","AL",10.00,5.00,17.00,0.76,100.00,0.72,-0.48,"mcclb001"
"Dick Drago",1977.00,"CAL","AL",2.00,1.00,1.00,0.76,96.00,0.73,-0.10,"dragd101"
"Dave Johnson",1977.00,"MIN","AL",3.00,3.00,3.00,0.76,99.00,0.73,-0.71,"johnd104"
"Mike Willis",1977.00,"TOR","AL",18.00,7.00,6.00,0.76,103.00,0.72,-0.06,"willm101"
"Mike Parrott",1977.00,"BAL","AL",0.00,0.00,0.00,0.77,94.00,0.73,,"parrm101"
"Ramon Hernandez",1977.00,"BOS","AL",2.00,1.00,0.00,0.74,112.00,0.71,-0.07,"hernr102"
"Jim Slaton",1977.00,"MIL","AL",3.00,0.00,0.00,0.76,100.00,0.72,0.42,"slatj001"
"Jerry Johnson",1977.00,"TOR","AL",16.00,4.00,2.00,0.76,103.00,0.72,0.77,"johnj104"
"Ron Guidry",1977.00,"NYA","AL",3.00,0.00,0.00,0.76,97.00,0.73,0.41,"guidr001"
"Tom Hall",1977.00,"KCA","AL",0.00,0.00,1.00,0.76,100.00,0.72,,"hallt101"
"Jeff Holly",1977.00,"MIN","AL",0.00,0.00,0.00,0.76,99.00,0.73,,"hollj102"
"Bruce Taylor",1977.00,"DET","AL",6.00,3.00,1.00,0.75,105.00,0.72,-0.26,"taylb101"
"Sid Monge",1977.00,"CAL","AL",0.00,0.00,0.00,0.76,96.00,0.73,,"mongs001"
"Jim Kern",1977.00,"CLE","AL",40.00,13.00,9.00,0.76,97.00,0.73,0.58,"kernj001"
"Bob Galasso",1977.00,"SEA","AL",1.00,1.00,0.00,0.76,101.00,0.72,-0.23,"galab101"
"Lary Sorensen",1977.00,"MIL","AL",1.00,1.00,0.00,0.76,100.00,0.72,-0.23,"sorel001"
"Tom Burgmeier",1977.00,"MIN","AL",14.00,7.00,10.00,0.76,99.00,0.73,-0.69,"burgt001"
"Mike Wallace",1977.00,"TEX","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"wallm102"
"Gary Ross",1977.00,"CAL","AL",0.00,0.00,0.00,0.76,96.00,0.73,,"rossg102"
"Jim Burton",1977.00,"BOS","AL",0.00,0.00,0.00,0.74,112.00,0.71,,"burtj101"
"Jim Umbarger",1977.00,"TEX","AL",0.00,1.00,0.00,0.76,101.00,0.72,-0.37,"umbaj101"
"Dave LaRoche",1977.00,"CLE","AL",10.00,2.00,0.00,0.76,97.00,0.73,0.62,"larod101"
"Reggie Cleveland",1977.00,"BOS","AL",2.00,1.00,0.00,0.74,112.00,0.71,-0.07,"clevr101"
"Geoff Zahn",1977.00,"MIN","AL",0.00,0.00,0.00,0.76,99.00,0.73,,"zahng001"
"Rick Honeycutt",1977.00,"SEA","AL",2.00,0.00,3.00,0.76,101.00,0.72,0.28,"honer001"
"Randy Miller",1977.00,"BAL","AL",0.00,0.00,0.00,0.77,94.00,0.73,,"millr109"
"Jack Kucek",1977.00,"CHA","AL",1.00,0.00,0.00,0.76,101.00,0.72,0.14,"kucej101"
"Randy Wiles",1977.00,"CHA","AL",1.00,1.00,2.00,0.76,101.00,0.72,-0.23,"wiler101"
"Dennis Martinez",1977.00,"BAL","AL",21.00,3.00,5.00,0.77,94.00,0.73,1.71,"martd001"
"Paul Hartzell",1977.00,"CAL","AL",9.00,3.00,5.00,0.76,96.00,0.73,0.09,"hartp001"
"Tom House",1977.00,"BOS","AL",0.00,0.00,0.00,0.74,112.00,0.71,,"houst101"
"Greg Erardi",1977.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"erarg101"
"Paul Lindblad",1977.00,"TEX","AL",9.00,3.00,2.00,0.76,101.00,0.72,0.13,"lindp101"
"Gil Patterson",1977.00,"NYA","AL",0.00,0.00,0.00,0.76,97.00,0.73,,"pattg101"
"Dick Pole",1977.00,"SEA","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"poled101"
"Tom House",1977.00,"SEA","AL",1.00,1.00,0.00,0.76,101.00,0.72,-0.23,"houst101"
"Steve Dunning",1977.00,"OAK","AL",1.00,0.00,1.00,0.76,98.00,0.73,0.13,"dunns101"
"Jim Hughes",1977.00,"MIN","AL",0.00,0.00,0.00,0.76,99.00,0.73,,"hughj104"
"Bart Johnson",1977.00,"CHA","AL",10.00,3.00,5.00,0.76,101.00,0.72,0.27,"johnb105"
"Diego Segui",1977.00,"SEA","AL",4.00,4.00,0.00,0.76,101.00,0.72,-0.94,"segud101"
"Mike Kekich",1977.00,"SEA","AL",16.00,8.00,4.00,0.76,101.00,0.72,-0.76,"kekim101"
"Roy Thomas",1977.00,"HOU","AL",2.00,0.00,0.00,0.77,91.00,0.74,0.26,"thomr001"
"Joe Niekro",1977.00,"HOU","AL",17.00,6.00,3.00,0.77,91.00,0.74,-0.03,"niekj001"
"Roger Moret",1977.00,"TEX","AL",3.00,0.00,1.00,0.76,101.00,0.72,0.42,"morer101"
"Steve Hargan",1977.00,"TEX","AL",0.00,0.00,1.00,0.76,101.00,0.72,,"hargs101"
"Larry Andersen",1977.00,"CLE","AL",0.00,1.00,0.00,0.76,97.00,0.73,-0.38,"andel001"
"Mike Marshall",1977.00,"TEX","AL",0.00,0.00,4.00,0.76,101.00,0.72,,"marsm101"
"Steve Burke",1977.00,"SEA","AL",1.00,1.00,0.00,0.76,101.00,0.72,-0.23,"burks102"
"Scott McGregor",1977.00,"BAL","AL",12.00,3.00,2.00,0.77,94.00,0.73,0.48,"mcgrs001"
"Bill Castro",1977.00,"MIL","AL",30.00,7.00,9.00,0.76,100.00,0.72,1.56,"castb101"
"Tippy Martinez",1977.00,"BAL","AL",13.00,4.00,8.00,0.77,94.00,0.73,0.23,"martt001"
"Bill Singer",1977.00,"TOR","AL",0.00,0.00,0.00,0.76,103.00,0.72,,"singb101"
"Eduardo Rodriguez",1977.00,"MIL","AL",15.00,4.00,2.00,0.76,100.00,0.72,0.59,"rodre102"
"Mike Bacsik",1977.00,"TEX","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"bacsm101"
"Don Hood",1977.00,"CLE","AL",9.00,2.00,4.00,0.76,97.00,0.73,0.48,"hoodd101"
"Bill Butler",1977.00,"MIN","AL",0.00,0.00,1.00,0.76,99.00,0.73,,"butlb101"
"Tom Murphy",1977.00,"TOR","AL",1.00,1.00,1.00,0.76,103.00,0.72,-0.23,"murpt101"
"Ron Schueler",1977.00,"MIN","AL",12.00,4.00,1.00,0.76,99.00,0.73,0.16,"schur101"
"Marty Pattin",1977.00,"KCA","AL",6.00,1.00,1.00,0.76,100.00,0.72,0.46,"pattm101"
"Bill Campbell",1977.00,"BOS","AL",64.00,17.00,4.00,0.74,112.00,0.71,3.27,"campb001"
"Mark Littell",1977.00,"KCA","AL",26.00,9.00,3.00,0.76,100.00,0.72,0.24,"littm101"
"John Caneira",1977.00,"CAL","AL",0.00,0.00,0.00,0.76,96.00,0.73,,"canej101"
"Dave LaRoche",1977.00,"CAL","AL",25.00,9.00,3.00,0.76,96.00,0.73,7.5347e-03,"larod101"
"Jim Umbarger",1977.00,"OAK","AL",0.00,0.00,0.00,0.76,98.00,0.73,,"umbaj101"
"Steve Foucault",1977.00,"DET","AL",33.00,5.00,4.00,0.75,105.00,0.72,2.88,"foucs101"
"Dave Giusti",1977.00,"OAK","AL",15.00,4.00,5.00,0.76,98.00,0.73,0.56,"giusd101"
"Rick Langford",1977.00,"OAK","AL",4.00,0.00,0.00,0.76,98.00,0.73,0.55,"langr001"
"Al Fitzmorris",1977.00,"CLE","AL",1.00,1.00,0.00,0.76,97.00,0.73,-0.24,"fitza101"
"Milt Wilcox",1977.00,"DET","AL",3.00,1.00,0.00,0.75,105.00,0.72,0.05,"wilcm001"
"Rich Folkers",1977.00,"MIL","AL",0.00,1.00,0.00,0.76,100.00,0.72,-0.37,"folkr101"
"Mike Norris",1977.00,"OAK","AL",0.00,0.00,0.00,0.76,98.00,0.73,,"norrm101"
"Don Kirkwood",1977.00,"CHA","AL",0.00,2.00,1.00,0.76,101.00,0.72,-0.75,"kirkd101"
"Bill Lee",1977.00,"BOS","AL",0.00,1.00,1.00,0.74,112.00,0.71,-0.37,"lee-b101"
"Ken Holtzman",1977.00,"NYA","AL",0.00,0.00,0.00,0.76,97.00,0.73,,"holtk101"
"Tom Walker",1977.00,"CAL","AL",0.00,0.00,0.00,0.76,96.00,0.73,,"walkt103"
"Chris Knapp",1977.00,"CHA","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"knapc101"
"Dennis DeBarr",1977.00,"TOR","AL",0.00,1.00,0.00,0.76,103.00,0.72,-0.37,"debad101"
"Nelson Briles",1977.00,"TEX","AL",0.00,1.00,1.00,0.76,101.00,0.72,-0.37,"briln101"
"Larry Gura",1977.00,"KCA","AL",17.00,7.00,7.00,0.76,100.00,0.72,-0.26,"gural001"
"Fernando Arroyo",1977.00,"DET","AL",2.00,1.00,0.00,0.75,105.00,0.72,-0.08,"arrof001"
"Jim Bibby",1977.00,"CLE","AL",2.00,1.00,0.00,0.76,97.00,0.73,-0.10,"bibbj001"
"Ken Clay",1977.00,"NYA","AL",0.00,0.00,4.00,0.76,97.00,0.73,,"clayk101"
"Gary Beare",1977.00,"MIL","AL",1.00,1.00,1.00,0.76,100.00,0.72,-0.23,"bearg101"
"Dave Frost",1977.00,"CHA","AL",0.00,0.00,0.00,0.76,101.00,0.72,,"frosd101"
"Larry McCall",1977.00,"NYA","AL",0.00,1.00,0.00,0.76,97.00,0.73,-0.38,"mccal101"
"Dave Pagan",1977.00,"SEA","AL",3.00,1.00,0.00,0.76,101.00,0.72,0.04,"pagad101"
"John Hiller",1977.00,"DET","AL",32.00,9.00,9.00,0.75,105.00,0.72,1.24,"hillj101"
"Tom Murphy",1977.00,"BOS","AL",0.00,0.00,0.00,0.74,112.00,0.71,,"murpt101"
"Bob Myrick",1977.00,"NYN","NL",7.00,1.00,1.00,0.76,95.00,0.73,0.58,"myrib101"
"Dave Giusti",1977.00,"CHN","NL",9.00,3.00,2.00,0.74,112.00,0.71,0.24,"giusd101"
"Mario Mendoza",1977.00,"PIT","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"mendm101"
"Joey McLaughlin",1977.00,"ATL","NL",0.00,0.00,0.00,0.74,114.00,0.70,,"mclaj001"
"Brent Strom",1977.00,"SDN","NL",0.00,2.00,0.00,0.77,91.00,0.74,-0.77,"strob101"
"Paul Moskau",1977.00,"CIN","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"moskp101"
"Dave Wehrmeister",1977.00,"SDN","NL",1.00,2.00,0.00,0.77,91.00,0.74,-0.63,"wehrd001"
"Santo Alcala",1977.00,"MON","NL",6.00,4.00,0.00,0.76,97.00,0.73,-0.68,"alcas101"
"Dave Heaverlo",1977.00,"SFN","NL",10.00,2.00,5.00,0.76,100.00,0.72,0.65,"heavd101"
"Tommy Toms",1977.00,"SFN","NL",0.00,1.00,0.00,0.76,100.00,0.72,-0.37,"tomst101"
"Paul Siebert",1977.00,"NYN","NL",4.00,1.00,1.00,0.76,95.00,0.73,0.16,"siebp101"
"Jim Todd",1977.00,"CHN","NL",0.00,2.00,1.00,0.74,112.00,0.71,-0.73,"toddj102"
"Dave Pagan",1977.00,"PIT","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"pagad101"
"John D'Acquisto",1977.00,"SLN","NL",0.00,0.00,0.00,0.76,99.00,0.72,,"dacqj101"
"Woodie Fryman",1977.00,"CIN","NL",3.00,1.00,0.00,0.76,101.00,0.72,0.04,"frymw101"
"Don Stanhouse",1977.00,"MON","NL",25.00,4.00,4.00,0.76,97.00,0.73,1.96,"stand101"
"Tim Jones",1977.00,"PIT","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"jonet101"
"Skip Lockwood",1977.00,"NYN","NL",43.00,12.00,4.00,0.76,95.00,0.73,1.34,"locks101"
"Angel Torres",1977.00,"CIN","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"torra101"
"Mario Soto",1977.00,"CIN","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"sotom001"
"Rick Sawyer",1977.00,"SDN","NL",11.00,0.00,0.00,0.77,91.00,0.74,1.48,"sawyr101"
"Jackie Brown",1977.00,"MON","NL",9.00,0.00,0.00,0.76,97.00,0.73,1.25,"browj109"
"Fred Holdsworth",1977.00,"MON","NL",0.00,0.00,0.00,0.76,97.00,0.73,,"holdf101"
"Rawly Eastwick",1977.00,"SLN","NL",12.00,6.00,5.00,0.76,99.00,0.72,-0.58,"eastr101"
"Doug Capilla",1977.00,"CIN","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"capid101"
"Max Leon",1977.00,"ATL","NL",3.00,3.00,0.00,0.74,114.00,0.70,-0.64,"leonm101"
"Mike Garman",1977.00,"LAN","NL",25.00,10.00,4.00,0.76,98.00,0.73,-0.29,"garmm101"
"Bobby Castillo",1977.00,"LAN","NL",0.00,0.00,1.00,0.76,98.00,0.73,,"castr001"
"Duane Theiss",1977.00,"ATL","NL",3.00,1.00,0.00,0.74,114.00,0.70,0.08,"theid101"
"Ron Reed",1977.00,"PHI","NL",33.00,7.00,2.00,0.75,103.00,0.72,2.10,"reedr001"
"John Sutton",1977.00,"SLN","NL",0.00,0.00,1.00,0.76,99.00,0.72,,"suttj101"
"Bruce Sutter",1977.00,"CHN","NL",62.00,10.00,6.00,0.74,112.00,0.71,5.61,"suttb001"
"Dave Tomlin",1977.00,"SDN","NL",18.00,6.00,7.00,0.77,91.00,0.74,0.11,"tomld001"
"Randy Moffitt",1977.00,"SFN","NL",32.00,8.00,11.00,0.76,100.00,0.72,1.49,"moffr101"
"Gerry Hannahs",1977.00,"MON","NL",0.00,0.00,0.00,0.76,97.00,0.73,,"hanng101"
"Terry Forster",1977.00,"PIT","NL",3.00,2.00,2.00,0.76,101.00,0.72,-0.32,"forst001"
"Pete Falcone",1977.00,"SLN","NL",5.00,1.00,0.00,0.76,99.00,0.72,0.32,"falcp001"
"Santo Alcala",1977.00,"CIN","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"alcas101"
"Dan Warthen",1977.00,"PHI","NL",0.00,0.00,1.00,0.75,103.00,0.72,,"wartd101"
"Willie Hernandez",1977.00,"CHN","NL",26.00,8.00,7.00,0.74,112.00,0.71,0.94,"hernw001"
"Preston Hanna",1977.00,"ATL","NL",2.00,0.00,0.00,0.74,114.00,0.70,0.30,"hannp101"
"Mike Davey",1977.00,"ATL","NL",1.00,0.00,1.00,0.74,114.00,0.70,0.15,"davem101"
"Grant Jackson",1977.00,"PIT","NL",19.00,4.00,3.00,0.76,101.00,0.72,1.19,"jackg101"
"Larry Landreth",1977.00,"MON","NL",0.00,0.00,0.00,0.76,97.00,0.73,,"landl101"
"Pete Broberg",1977.00,"CHN","NL",1.00,2.00,3.00,0.74,112.00,0.71,-0.58,"brobp101"
"Rawly Eastwick",1977.00,"CIN","NL",12.00,5.00,1.00,0.76,101.00,0.72,-0.18,"eastr101"
"Don Collins",1977.00,"ATL","NL",7.00,5.00,3.00,0.74,114.00,0.70,-0.77,"colld101"
"John Montefusco",1977.00,"SFN","NL",0.00,0.00,0.00,0.76,100.00,0.72,,"montj001"
"Dave Roberts",1977.00,"CHN","NL",4.00,0.00,2.00,0.74,112.00,0.71,0.60,"robed101"
"Mike Krukow",1977.00,"CHN","NL",0.00,0.00,0.00,0.74,112.00,0.71,,"krukm001"
"Dennis Lamp",1977.00,"CHN","NL",0.00,1.00,0.00,0.74,112.00,0.71,-0.36,"lampd001"
"Joe Hoerner",1977.00,"CIN","NL",0.00,2.00,2.00,0.76,101.00,0.72,-0.75,"hoerj101"
"Kent Tekulve",1977.00,"PIT","NL",33.00,8.00,7.00,0.76,101.00,0.72,1.67,"tekuk001"
"Mike Caldwell",1977.00,"CIN","NL",1.00,0.00,0.00,0.76,101.00,0.72,0.14,"caldm001"
"Butch Metzger",1977.00,"SDN","NL",0.00,0.00,2.00,0.77,91.00,0.74,,"metzb101"
"Jackson Todd",1977.00,"NYN","NL",6.00,1.00,0.00,0.76,95.00,0.73,0.44,"toddj101"
"Jim Kaat",1977.00,"PHI","NL",0.00,0.00,0.00,0.75,103.00,0.72,,"kaatj101"
"Butch Metzger",1977.00,"SLN","NL",17.00,5.00,1.00,0.76,99.00,0.72,0.49,"metzb101"
"Rollie Fingers",1977.00,"SDN","NL",61.00,18.00,8.00,0.77,91.00,0.74,1.30,"fingr001"
"Pedro Borbon",1977.00,"CIN","NL",22.00,10.00,10.00,0.76,101.00,0.72,-0.64,"borbp101"
"Clay Carroll",1977.00,"SLN","NL",15.00,4.00,5.00,0.76,99.00,0.72,0.59,"carrc103"
"Doug Capilla",1977.00,"SLN","NL",0.00,0.00,0.00,0.76,99.00,0.72,,"capid101"
"Jack Billingham",1977.00,"CIN","NL",5.00,5.00,0.00,0.76,101.00,0.72,-1.17,"billj101"
"Charlie Williams",1977.00,"SFN","NL",11.00,3.00,1.00,0.76,100.00,0.72,0.42,"willc101"
"Dale Murray",1977.00,"CIN","NL",11.00,5.00,3.00,0.76,101.00,0.72,-0.32,"murrd001"
"Mike Marshall",1977.00,"ATL","NL",1.00,0.00,0.00,0.74,114.00,0.70,0.15,"marsm101"
"Paul Siebert",1977.00,"SDN","NL",0.00,0.00,1.00,0.77,91.00,0.74,,"siebp101"
"Gary Lavelle",1977.00,"SFN","NL",48.00,15.00,8.00,0.76,100.00,0.72,1.11,"laveg001"
"Jamie Easterly",1977.00,"ATL","NL",7.00,2.00,1.00,0.74,114.00,0.70,0.32,"eastj001"
"Larry Demery",1977.00,"PIT","NL",9.00,1.00,1.00,0.76,101.00,0.72,0.90,"demel101"
"Bob Apodaca",1977.00,"NYN","NL",21.00,7.00,6.00,0.76,95.00,0.73,0.22,"apodb101"
"Buddy Schultz",1977.00,"SLN","NL",11.00,3.00,4.00,0.76,99.00,0.72,0.41,"schub104"
"Charlie Hough",1977.00,"LAN","NL",55.00,21.00,8.00,0.76,98.00,0.73,-0.27,"hougc001"
"Mike Beard",1977.00,"ATL","NL",0.00,0.00,0.00,0.74,114.00,0.70,,"bearm101"
"Rich Gossage",1977.00,"PIT","NL",74.00,14.00,7.00,0.76,101.00,0.72,5.23,"gossr001"
"John D'Acquisto",1977.00,"SDN","NL",0.00,0.00,0.00,0.77,91.00,0.74,,"dacqj101"
"Stan Bahnsen",1977.00,"MON","NL",0.00,0.00,0.00,0.76,97.00,0.73,,"bahns101"
"Dan Spillner",1977.00,"SDN","NL",21.00,12.00,9.00,0.77,91.00,0.74,-1.78,"spild001"
"Dan Warthen",1977.00,"MON","NL",1.00,0.00,0.00,0.76,97.00,0.73,0.13,"wartd101"
"Ramon Hernandez",1977.00,"CHN","NL",0.00,0.00,1.00,0.74,112.00,0.71,,"hernr102"
"Joe Kerrigan",1977.00,"MON","NL",31.00,9.00,13.00,0.76,97.00,0.73,0.89,"kerrj101"
"Bill Atkinson",1977.00,"MON","NL",26.00,3.00,3.00,0.76,97.00,0.73,2.48,"atkib101"
"Al Holland",1977.00,"PIT","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"holla001"
"Larry Dierker",1977.00,"SLN","NL",0.00,0.00,0.00,0.76,99.00,0.72,,"dierl101"
"Larry Bradford",1977.00,"ATL","NL",0.00,0.00,0.00,0.74,114.00,0.70,,"bradl101"
"Tom Hume",1977.00,"CIN","NL",0.00,1.00,0.00,0.76,101.00,0.72,-0.37,"humet001"
"Manny Sarmiento",1977.00,"CIN","NL",0.00,1.00,0.00,0.76,101.00,0.72,-0.37,"sarmm101"
"Steve Hargan",1977.00,"ATL","NL",5.00,2.00,0.00,0.74,114.00,0.70,0.02,"hargs101"
"Lynn McGlothen",1977.00,"SFN","NL",0.00,0.00,1.00,0.76,100.00,0.72,,"mcgll101"
"Dan Schatzeder",1977.00,"MON","NL",0.00,0.00,0.00,0.76,97.00,0.73,,"schad001"
"Craig Swan",1977.00,"NYN","NL",0.00,0.00,0.00,0.76,95.00,0.73,,"swanc001"
"Nino Espinosa",1977.00,"NYN","NL",1.00,0.00,0.00,0.76,95.00,0.73,0.13,"espin101"
"Bob Johnson",1977.00,"ATL","NL",2.00,1.00,0.00,0.74,114.00,0.70,-0.06,"johnb103"
"Phil Niekro",1977.00,"ATL","NL",0.00,0.00,1.00,0.74,114.00,0.70,,"niekp001"
"Bob Shirley",1977.00,"SDN","NL",6.00,3.00,0.00,0.77,91.00,0.74,-0.34,"shirb001"
"Steve Renko",1977.00,"CHN","NL",0.00,0.00,0.00,0.74,112.00,0.71,,"renks101"
"Will McEnaney",1977.00,"MON","NL",28.00,12.00,10.00,0.76,97.00,0.73,-0.66,"mcenw101"
"Stan Wall",1977.00,"LAN","NL",5.00,3.00,2.00,0.76,98.00,0.73,-0.43,"walls101"
"Al Downing",1977.00,"LAN","NL",1.00,1.00,1.00,0.76,98.00,0.73,-0.23,"downa101"
"Buzz Capra",1977.00,"ATL","NL",5.00,2.00,0.00,0.74,114.00,0.70,0.02,"caprb101"
"Bruce Kison",1977.00,"PIT","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"kisob001"
"Tom Underwood",1977.00,"PHI","NL",8.00,4.00,1.00,0.75,103.00,0.72,-0.35,"undet001"
"Larry Biittner",1977.00,"CHN","NL",0.00,0.00,0.00,0.74,112.00,0.71,,"biitl101"
"Terry Cornutt",1977.00,"SFN","NL",0.00,1.00,1.00,0.76,100.00,0.72,-0.37,"cornt101"
"Tom Underwood",1977.00,"SLN","NL",2.00,0.00,1.00,0.76,99.00,0.72,0.28,"undet001"
"Hal Dues",1977.00,"MON","NL",0.00,0.00,0.00,0.76,97.00,0.73,,"duesh101"
"Tug McGraw",1977.00,"PHI","NL",37.00,5.00,1.00,0.75,103.00,0.72,3.43,"mcgrt001"
"Rick Baldwin",1977.00,"NYN","NL",2.00,1.00,1.00,0.76,95.00,0.73,-0.10,"baldr101"
"Donnie Moore",1977.00,"CHN","NL",4.00,1.00,2.00,0.74,112.00,0.71,0.23,"moord001"
"Victor Bernal",1977.00,"SDN","NL",0.00,1.00,1.00,0.77,91.00,0.74,-0.38,"bernv101"
"Bob Owchinko",1977.00,"SDN","NL",0.00,0.00,0.00,0.77,91.00,0.74,,"owchb001"
"Burt Hooton",1977.00,"LAN","NL",2.00,1.00,0.00,0.76,98.00,0.73,-0.09,"hootb001"
"Ray Sadecki",1977.00,"NYN","NL",0.00,2.00,0.00,0.76,95.00,0.73,-0.76,"sader101"
"Wayne Twitchell",1977.00,"PHI","NL",0.00,1.00,0.00,0.75,103.00,0.72,-0.37,"twitw101"
"Dick Ruthven",1977.00,"ATL","NL",0.00,0.00,0.00,0.74,114.00,0.70,,"ruthd001"
"Randy Jones",1977.00,"SDN","NL",0.00,0.00,0.00,0.77,91.00,0.74,,"joner101"
"Elias Sosa",1977.00,"LAN","NL",6.00,1.00,0.00,0.76,98.00,0.73,0.46,"sosae101"
"Warren Brusstar",1977.00,"PHI","NL",6.00,1.00,0.00,0.75,103.00,0.72,0.48,"brusw001"
"Paul Reuschel",1977.00,"CHN","NL",22.00,7.00,6.00,0.74,112.00,0.71,0.71,"reusp101"
"Tom Griffin",1977.00,"SDN","NL",6.00,1.00,0.00,0.77,91.00,0.74,0.42,"grift101"
"Lance Rautzhan",1977.00,"LAN","NL",11.00,4.00,3.00,0.76,98.00,0.73,0.02,"rautl101"
"Eddie Solomon",1977.00,"ATL","NL",0.00,0.00,1.00,0.74,114.00,0.70,,"soloe101"
"Tom Walker",1977.00,"MON","NL",4.00,1.00,1.00,0.76,97.00,0.73,0.17,"walkt103"
"Gene Garber",1977.00,"PHI","NL",32.00,11.00,5.00,0.75,103.00,0.72,0.45,"garbg001"
"Dave Campbell",1977.00,"ATL","NL",25.00,10.00,4.00,0.74,114.00,0.70,0.10,"campd102"
"Jeff Terpko",1977.00,"MON","NL",2.00,1.00,0.00,0.76,97.00,0.73,-0.10,"terpj101"
"Dennis Lewallyn",1977.00,"LAN","NL",4.00,1.00,0.00,0.76,98.00,0.73,0.18,"lewad101"
"Hank Webb",1977.00,"LAN","NL",3.00,0.00,0.00,0.76,98.00,0.73,0.42,"webbh101"
"Manny Seoane",1977.00,"PHI","NL",0.00,0.00,0.00,0.75,103.00,0.72,,"seoam101"
"Steve Kline",1977.00,"ATL","NL",1.00,1.00,0.00,0.74,114.00,0.70,-0.21,"klins101"
"Joe Henderson",1977.00,"CIN","NL",0.00,2.00,0.00,0.76,101.00,0.72,-0.75,"hendj102"
"Frank LaCorte",1977.00,"ATL","NL",1.00,1.00,0.00,0.74,114.00,0.70,-0.21,"lacof001"
"Odell Jones",1977.00,"PIT","NL",4.00,3.00,0.00,0.76,101.00,0.72,-0.56,"joneo001"
"Randy Lerch",1977.00,"PHI","NL",4.00,0.00,0.00,0.75,103.00,0.72,0.57,"lercr001"
"Rick Camp",1977.00,"ATL","NL",19.00,6.00,10.00,0.74,114.00,0.70,0.67,"campr001"
"Dan Dumoulin",1977.00,"CIN","NL",0.00,0.00,1.00,0.76,101.00,0.72,,"dumod101"
"John Curtis",1977.00,"SFN","NL",3.00,2.00,1.00,0.76,100.00,0.72,-0.33,"curtj001"
"Rick Reuschel",1977.00,"CHN","NL",2.00,0.00,0.00,0.74,112.00,0.71,0.30,"reusr001"
"John Urrea",1977.00,"SLN","NL",13.00,4.00,0.00,0.76,99.00,0.72,0.31,"urrej101"
"Fred Norman",1977.00,"CIN","NL",2.00,0.00,0.00,0.76,101.00,0.72,0.28,"normf101"
"Ed Whitson",1977.00,"PIT","NL",0.00,0.00,0.00,0.76,101.00,0.72,,"white001"
